%	Data from http://www.asdi.com/apps/arm.html, figure 1
%Wavelength,m	Irradiance, W/m^2/nm
1465.0e-9	0.10125
1466.0e-9	0.098806
1467.0e-9	0.097327
1468.0e-9	0.096242
1469.0e-9	0.096285
1470.0e-9	0.096851
1471.0e-9	0.098412
1472.0e-9	0.10051
1473.0e-9	0.10302
1474.0e-9	0.10576
1475.0e-9	0.10852
1476.0e-9	0.11127
1477.0e-9	0.11418
1478.0e-9	0.11725
1479.0e-9	0.12055
1480.0e-9	0.12419
1481.0e-9	0.12793
1482.0e-9	0.13190
1483.0e-9	0.13607
1484.0e-9	0.14065
1485.0e-9	0.14547
1486.0e-9	0.15084
1487.0e-9	0.15630
1488.0e-9	0.16205
1489.0e-9	0.16767
1490.0e-9	0.17297
1491.0e-9	0.17809
1492.0e-9	0.18265
1493.0e-9	0.18704
1494.0e-9	0.19062
1495.0e-9	0.19405
1496.0e-9	0.19675
1497.0e-9	0.19931
1498.0e-9	0.20119
1499.0e-9	0.20300
1500.0e-9	0.20448
1501.0e-9	0.20595
1502.0e-9	0.20777
1503.0e-9	0.20962
1504.0e-9	0.21182
1505.0e-9	0.21403
1506.0e-9	0.21627
1507.0e-9	0.21848
1508.0e-9	0.22068
1509.0e-9	0.22284
1510.0e-9	0.22486
1511.0e-9	0.22682
1512.0e-9	0.22841
1513.0e-9	0.22989
1514.0e-9	0.23109
1515.0e-9	0.23219
1516.0e-9	0.23319
1517.0e-9	0.23417
1518.0e-9	0.23511
1519.0e-9	0.23602
1520.0e-9	0.23683
1521.0e-9	0.23757
1522.0e-9	0.23817
1523.0e-9	0.23868
1524.0e-9	0.23918
1525.0e-9	0.23968
1526.0e-9	0.24005
1527.0e-9	0.24031
1528.0e-9	0.24053
1529.0e-9	0.24072
1530.0e-9	0.24084
1531.0e-9	0.24092
1532.0e-9	0.24097
1533.0e-9	0.24099
1534.0e-9	0.24099
1535.0e-9	0.24095
1536.0e-9	0.24092
1537.0e-9	0.24091
1538.0e-9	0.24089
1539.0e-9	0.24088
1540.0e-9	0.24089
1541.0e-9	0.24091
1542.0e-9	0.24091
1543.0e-9	0.24086
1544.0e-9	0.24076
1545.0e-9	0.24055
1546.0e-9	0.24030
1547.0e-9	0.23991
1548.0e-9	0.23949
1549.0e-9	0.23898
1550.0e-9	0.23845
1551.0e-9	0.23787
1552.0e-9	0.23730
1553.0e-9	0.23672
1554.0e-9	0.23615
1555.0e-9	0.23561
1556.0e-9	0.23507
1557.0e-9	0.23448
1558.0e-9	0.23386
1559.0e-9	0.23301
1560.0e-9	0.23213
1561.0e-9	0.23103
1562.0e-9	0.22990
1563.0e-9	0.22844
1564.0e-9	0.22696
1565.0e-9	0.22517
1566.0e-9	0.22335
1567.0e-9	0.22142
1568.0e-9	0.21949
1569.0e-9	0.21771
1570.0e-9	0.21597
1571.0e-9	0.21468
1572.0e-9	0.21345
1573.0e-9	0.21276
1574.0e-9	0.21214
1575.0e-9	0.21209
1576.0e-9	0.21209
1577.0e-9	0.21259
1578.0e-9	0.21311
1579.0e-9	0.21369
1580.0e-9	0.21425
1581.0e-9	0.21472
1582.0e-9	0.21518
1583.0e-9	0.21551
1584.0e-9	0.21581
1585.0e-9	0.21593
1586.0e-9	0.21602
1587.0e-9	0.21594
1588.0e-9	0.21585
1589.0e-9	0.21570
1590.0e-9	0.21555
1591.0e-9	0.21520
1592.0e-9	0.21483
1593.0e-9	0.21418
1594.0e-9	0.21349
1595.0e-9	0.21264
1596.0e-9	0.21177
1597.0e-9	0.21084
1598.0e-9	0.20990
1599.0e-9	0.20887
1600.0e-9	0.20784
1601.0e-9	0.20696
1602.0e-9	0.20611
1603.0e-9	0.20558
1604.0e-9	0.20512
1605.0e-9	0.20487
1606.0e-9	0.20467
1607.0e-9	0.20477
1608.0e-9	0.20495
1609.0e-9	0.20530
1610.0e-9	0.20569
1611.0e-9	0.20613
1612.0e-9	0.20658
1613.0e-9	0.20702
1614.0e-9	0.20745
1615.0e-9	0.20786
1616.0e-9	0.20825
1617.0e-9	0.20859
1618.0e-9	0.20890
1619.0e-9	0.20918
1620.0e-9	0.20945
1621.0e-9	0.20961
1622.0e-9	0.20975
1623.0e-9	0.20980
1624.0e-9	0.20983
1625.0e-9	0.20972
1626.0e-9	0.20957
1627.0e-9	0.20917
1628.0e-9	0.20870
1629.0e-9	0.20794
1630.0e-9	0.20708
1631.0e-9	0.20608
1632.0e-9	0.20504
1633.0e-9	0.20387
1634.0e-9	0.20265
1635.0e-9	0.20153
1636.0e-9	0.20043
1637.0e-9	0.19943
1638.0e-9	0.19845
1639.0e-9	0.19770
1640.0e-9	0.19701
1641.0e-9	0.19647
1642.0e-9	0.19596
1643.0e-9	0.19562
1644.0e-9	0.19533
1645.0e-9	0.19506
1646.0e-9	0.19480
1647.0e-9	0.19459
1648.0e-9	0.19439
1649.0e-9	0.19422
1650.0e-9	0.19407
1651.0e-9	0.19399
1652.0e-9	0.19394
1653.0e-9	0.19382
1654.0e-9	0.19369
1655.0e-9	0.19351
1656.0e-9	0.19332
1657.0e-9	0.19287
1658.0e-9	0.19237
1659.0e-9	0.19175
1660.0e-9	0.19109
1661.0e-9	0.19025
1662.0e-9	0.18935
1663.0e-9	0.18844
1664.0e-9	0.18747
1665.0e-9	0.18657
1666.0e-9	0.18559
1667.0e-9	0.18473
1668.0e-9	0.18380
1669.0e-9	0.18284
1670.0e-9	0.18177
1671.0e-9	0.18056
1672.0e-9	0.17920
1673.0e-9	0.17786
1674.0e-9	0.17642
1675.0e-9	0.17526
1676.0e-9	0.17408
1677.0e-9	0.17324
1678.0e-9	0.17242
1679.0e-9	0.17201
1680.0e-9	0.17162
1681.0e-9	0.17151
1682.0e-9	0.17139
1683.0e-9	0.17141
1684.0e-9	0.17143
1685.0e-9	0.17142
1686.0e-9	0.17138
1687.0e-9	0.17119
1688.0e-9	0.17099
1689.0e-9	0.17088
1690.0e-9	0.17074
1691.0e-9	0.17047
1692.0e-9	0.17020
1693.0e-9	0.16997
1694.0e-9	0.16972
1695.0e-9	0.16939
1696.0e-9	0.16906
1697.0e-9	0.16871
1698.0e-9	0.16835
1699.0e-9	0.16797
1700.0e-9	0.16755
1701.0e-9	0.16693
1702.0e-9	0.16628
1703.0e-9	0.16562
1704.0e-9	0.16488
1705.0e-9	0.16398
1706.0e-9	0.16304
1707.0e-9	0.16207
1708.0e-9	0.16116
1709.0e-9	0.16038
1710.0e-9	0.15966
1711.0e-9	0.15904
1712.0e-9	0.15853
1713.0e-9	0.15817
1714.0e-9	0.15780
1715.0e-9	0.15743
1716.0e-9	0.15695
1717.0e-9	0.15635
1718.0e-9	0.15565
1719.0e-9	0.15484
1720.0e-9	0.15401
1721.0e-9	0.15317
1722.0e-9	0.15248
1723.0e-9	0.15190
1724.0e-9	0.15125
1725.0e-9	0.15056
1726.0e-9	0.14980
1727.0e-9	0.14900
1728.0e-9	0.14820
1729.0e-9	0.14740
1730.0e-9	0.14653
1731.0e-9	0.14563
1732.0e-9	0.14483
1733.0e-9	0.14406
1734.0e-9	0.14330
1735.0e-9	0.14254
1736.0e-9	0.14184
1737.0e-9	0.14115
1738.0e-9	0.14049
1739.0e-9	0.13984
1740.0e-9	0.13940
1741.0e-9	0.13898
1742.0e-9	0.13875
1743.0e-9	0.13853
1744.0e-9	0.13850
1745.0e-9	0.13848
1746.0e-9	0.13857
1747.0e-9	0.13864
1748.0e-9	0.13863
1749.0e-9	0.13862
1750.0e-9	0.13862
1751.0e-9	0.13858
1752.0e-9	0.13835
1753.0e-9	0.13807
1754.0e-9	0.13754
1755.0e-9	0.13697
1756.0e-9	0.13626
1757.0e-9	0.13553
1758.0e-9	0.13471
1759.0e-9	0.13388
1760.0e-9	0.13302
1761.0e-9	0.13215
1762.0e-9	0.13130
1763.0e-9	0.13041
1764.0e-9	0.12946
1765.0e-9	0.12846
1766.0e-9	0.12744
1767.0e-9	0.12630
1768.0e-9	0.12503
1769.0e-9	0.12355
1770.0e-9	0.12188
1771.0e-9	0.12013
1772.0e-9	0.11827
1773.0e-9	0.11636
1774.0e-9	0.11436
1775.0e-9	0.11232
1776.0e-9	0.11018
1777.0e-9	0.10808
1778.0e-9	0.10587
1779.0e-9	0.10406
1780.0e-9	0.10223
1781.0e-9	0.10058
1782.0e-9	0.098842
1783.0e-9	0.097017
1784.0e-9	0.095039
1785.0e-9	0.093269
1786.0e-9	0.091375
1787.0e-9	0.089164
1788.0e-9	0.086797
1789.0e-9	0.084502
1790.0e-9	0.081905
1791.0e-9	0.069004
1792.0e-9	0.064521
1793.0e-9	0.060556
1794.0e-9	0.056856
1795.0e-9	0.052294
1796.0e-9	0.047570
1797.0e-9	0.043605
1798.0e-9	0.040597
1799.0e-9	0.037748
1800.0e-9	0.035018
1801.0e-9	0.032469
1802.0e-9	0.030451
1803.0e-9	0.028606
1804.0e-9	0.026588
1805.0e-9	0.024596
1806.0e-9	0.022688
1807.0e-9	0.020790
1808.0e-9	0.018932
1809.0e-9	0.017084
1810.0e-9	0.015356
1811.0e-9	0.013797
1812.0e-9	0.012311
1813.0e-9	0.011195
1814.0e-9	0.010376
1815.0e-9	0.0096580
1816.0e-9	0.0090490
1817.0e-9	0.0084050
1818.0e-9	0.0076740
1819.0e-9	0.0069630
1820.0e-9	0.0062380
1821.0e-9	0.0054860
1822.0e-9	0.0046840
1823.0e-9	0.0038460
1824.0e-9	0.0029710
1825.0e-9	0.0022810
1826.0e-9	0.0017950
1827.0e-9	0.0014120
1828.0e-9	0.0010690
1829.0e-9	0.00081000
1830.0e-9	0.00063400
1831.0e-9	0.00051100
1832.0e-9	0.00035800
1833.0e-9	0.00017800
1834.0e-9	9.3000e-05
1835.0e-9	0.00015400
1836.0e-9	0.00022500
1837.0e-9	0.00030000
1838.0e-9	0.00032400
1839.0e-9	0.00029800
1840.0e-9	0.00028100
1841.0e-9	0.00028400
1842.0e-9	0.00024200
1843.0e-9	0.00013200
1844.0e-9	4.1000e-05
1845.0e-9	5.2000e-05
1846.0e-9	0.00019000
1847.0e-9	0.00025000
1848.0e-9	0.00019800
1849.0e-9	0.00017300
1850.0e-9	0.00020800
1851.0e-9	0.00027900
1852.0e-9	0.00034900
1853.0e-9	0.00034000
1854.0e-9	0.00030000
1855.0e-9	0.00041500
1856.0e-9	0.00048300
1857.0e-9	0.00056100
1858.0e-9	0.00062900
1859.0e-9	0.00061400
1860.0e-9	0.00062800
1861.0e-9	0.00065900
1862.0e-9	0.00060400
1863.0e-9	0.00043300
1864.0e-9	0.00024400
1865.0e-9	0.00011800
1866.0e-9	0.00024800
1867.0e-9	0.00040200
1868.0e-9	0.00034300
1869.0e-9	0.00023400
1870.0e-9	0.00023400
1871.0e-9	0.00032800
1872.0e-9	0.00046200
1873.0e-9	0.00054900
1874.0e-9	0.00059200
1875.0e-9	0.00067400
1876.0e-9	0.00087900
1877.0e-9	0.0011980
1878.0e-9	0.0014340
1879.0e-9	0.0014970
1880.0e-9	0.0015520
1881.0e-9	0.0015940
1882.0e-9	0.0016310
1883.0e-9	0.0016940
1884.0e-9	0.0017700
1885.0e-9	0.0018190
1886.0e-9	0.0018570
1887.0e-9	0.0018190
1888.0e-9	0.0016580
1889.0e-9	0.0015200
1890.0e-9	0.0015240
1891.0e-9	0.0015140
1892.0e-9	0.0014140
1893.0e-9	0.0012990
1894.0e-9	0.0011540
1895.0e-9	0.00096200
1896.0e-9	0.00075600
1897.0e-9	0.00062900
1898.0e-9	0.00054100
1899.0e-9	0.00046600
1900.0e-9	0.00043200
1901.0e-9	0.00040400
1902.0e-9	0.00036700
1903.0e-9	0.00040600
1904.0e-9	0.00047700
1905.0e-9	0.00054100
1906.0e-9	0.00058200
1907.0e-9	0.00077900
1908.0e-9	0.0010390
1909.0e-9	0.0012950
1910.0e-9	0.0015580
1911.0e-9	0.0018450
1912.0e-9	0.0021750
1913.0e-9	0.0025000
1914.0e-9	0.0028780
1915.0e-9	0.0032600
1916.0e-9	0.0036170
1917.0e-9	0.0039730
1918.0e-9	0.0042460
1919.0e-9	0.0044720
1920.0e-9	0.0046890
1921.0e-9	0.0048560
1922.0e-9	0.0050280
1923.0e-9	0.0052790
1924.0e-9	0.0055350
1925.0e-9	0.0058620
1926.0e-9	0.0062010
1927.0e-9	0.0067010
1928.0e-9	0.0072090
1929.0e-9	0.0078190
1930.0e-9	0.0084730
1931.0e-9	0.0091650
1932.0e-9	0.0099180
1933.0e-9	0.010646
1934.0e-9	0.011389
1935.0e-9	0.012172
1936.0e-9	0.013044
1937.0e-9	0.013911
1938.0e-9	0.014891
1939.0e-9	0.015875
1940.0e-9	0.016687
1941.0e-9	0.017479
1942.0e-9	0.018165
1943.0e-9	0.018782
1944.0e-9	0.019247
1945.0e-9	0.019379
1946.0e-9	0.019489
1947.0e-9	0.019504
1948.0e-9	0.019525
1949.0e-9	0.019611
1950.0e-9	0.019699
1951.0e-9	0.020154
1952.0e-9	0.020692
1953.0e-9	0.021643
1954.0e-9	0.022822
1955.0e-9	0.024319
1956.0e-9	0.026232
1957.0e-9	0.028286
1958.0e-9	0.030793
1959.0e-9	0.033302
1960.0e-9	0.035982
1961.0e-9	0.038647
1962.0e-9	0.041287
1963.0e-9	0.043915
1964.0e-9	0.046358
1965.0e-9	0.048725
1966.0e-9	0.051065
1967.0e-9	0.053380
1968.0e-9	0.055612
1969.0e-9	0.057679
1970.0e-9	0.059750
1971.0e-9	0.061953
1972.0e-9	0.064160
1973.0e-9	0.065835
1974.0e-9	0.067493
1975.0e-9	0.069017
1976.0e-9	0.070511
1977.0e-9	0.071550
1978.0e-9	0.072350
1979.0e-9	0.072983
1980.0e-9	0.073428
1981.0e-9	0.073823
1982.0e-9	0.074115
1983.0e-9	0.074333
1984.0e-9	0.074061
1985.0e-9	0.073788
1986.0e-9	0.072572
1987.0e-9	0.071309
1988.0e-9	0.069046
1989.0e-9	0.066499
1990.0e-9	0.063004
1991.0e-9	0.058924
1992.0e-9	0.054615
1993.0e-9	0.049990
1994.0e-9	0.045336
1995.0e-9	0.040695
1996.0e-9	0.036196
1997.0e-9	0.032830
1998.0e-9	0.029479
1999.0e-9	0.027785
2000.0e-9	0.026189
2001.0e-9	0.025647
2002.0e-9	0.025409
2003.0e-9	0.025588
2004.0e-9	0.026034
2005.0e-9	0.026550
2006.0e-9	0.027149
2007.0e-9	0.027776
2008.0e-9	0.028474
2009.0e-9	0.029233
2010.0e-9	0.030469
2011.0e-9	0.031714
2012.0e-9	0.033552
2013.0e-9	0.035416
2014.0e-9	0.038177
2015.0e-9	0.041191
2016.0e-9	0.044491
2017.0e-9	0.047958
2018.0e-9	0.051492
2019.0e-9	0.055063
2020.0e-9	0.058540
2021.0e-9	0.061855
2022.0e-9	0.065155
2023.0e-9	0.068047
2024.0e-9	0.070939
2025.0e-9	0.073086
2026.0e-9	0.075217
2027.0e-9	0.076792
2028.0e-9	0.078267
2029.0e-9	0.079114
2030.0e-9	0.079639
2031.0e-9	0.079897
2032.0e-9	0.079906
2033.0e-9	0.079875
2034.0e-9	0.079780
2035.0e-9	0.079559
2036.0e-9	0.079080
2037.0e-9	0.078607
2038.0e-9	0.077590
2039.0e-9	0.076551
2040.0e-9	0.075149
2041.0e-9	0.073716
2042.0e-9	0.071744
2043.0e-9	0.069648
2044.0e-9	0.067391
2045.0e-9	0.064970
2046.0e-9	0.062663
2047.0e-9	0.060631
2048.0e-9	0.058839
2049.0e-9	0.057533
2050.0e-9	0.056381
2051.0e-9	0.056037
2052.0e-9	0.055742
2053.0e-9	0.056078
2054.0e-9	0.056453
2055.0e-9	0.056779
2056.0e-9	0.057131
2057.0e-9	0.057443
2058.0e-9	0.057661
2059.0e-9	0.057898
2060.0e-9	0.058162
2061.0e-9	0.058384
2062.0e-9	0.058568
2063.0e-9	0.058919
2064.0e-9	0.059778
2065.0e-9	0.060680
2066.0e-9	0.061881
2067.0e-9	0.063110
2068.0e-9	0.064791
2069.0e-9	0.066498
2070.0e-9	0.067814
2071.0e-9	0.069000
2072.0e-9	0.070389
2073.0e-9	0.071894
2074.0e-9	0.073184
2075.0e-9	0.074198
2076.0e-9	0.074967
2077.0e-9	0.075450
2078.0e-9	0.075841
2079.0e-9	0.075947
2080.0e-9	0.076048
2081.0e-9	0.076553
2082.0e-9	0.077012
2083.0e-9	0.077051
2084.0e-9	0.077066
2085.0e-9	0.077496
2086.0e-9	0.077996
2087.0e-9	0.078221
2088.0e-9	0.078298
2089.0e-9	0.078116
2090.0e-9	0.077880
2091.0e-9	0.077681
2092.0e-9	0.077443
2093.0e-9	0.077269
2094.0e-9	0.077294
2095.0e-9	0.077339
2096.0e-9	0.077429
2097.0e-9	0.077481
2098.0e-9	0.077376
2099.0e-9	0.077270
2100.0e-9	0.077117
2101.0e-9	0.076946
2102.0e-9	0.076925
2103.0e-9	0.076920
2104.0e-9	0.076902
2105.0e-9	0.076940
2106.0e-9	0.076928
2107.0e-9	0.076873
2108.0e-9	0.076780
2109.0e-9	0.076641
2110.0e-9	0.076406
2111.0e-9	0.075951
2112.0e-9	0.075645
2113.0e-9	0.075567
2114.0e-9	0.075445
2115.0e-9	0.075380
2116.0e-9	0.075309
2117.0e-9	0.075198
2118.0e-9	0.075129
2119.0e-9	0.075181
2120.0e-9	0.075224
2121.0e-9	0.075418
2122.0e-9	0.075567
2123.0e-9	0.075484
2124.0e-9	0.075181
2125.0e-9	0.075125
2126.0e-9	0.075403
2127.0e-9	0.075499
2128.0e-9	0.075500
2129.0e-9	0.075476
2130.0e-9	0.075281
2131.0e-9	0.075123
2132.0e-9	0.074974
2133.0e-9	0.074823
2134.0e-9	0.074698
2135.0e-9	0.074566
2136.0e-9	0.074426
2137.0e-9	0.074317
2138.0e-9	0.074197
2139.0e-9	0.074075
2140.0e-9	0.073788
2141.0e-9	0.073356
2142.0e-9	0.072884
2143.0e-9	0.072390
2144.0e-9	0.071938
2145.0e-9	0.071568
2146.0e-9	0.071213
2147.0e-9	0.071069
2148.0e-9	0.070989
2149.0e-9	0.070778
2150.0e-9	0.070548
2151.0e-9	0.070433
2152.0e-9	0.070321
2153.0e-9	0.069974
2154.0e-9	0.069556
2155.0e-9	0.069058
2156.0e-9	0.068562
2157.0e-9	0.067856
2158.0e-9	0.067133
2159.0e-9	0.066682
2160.0e-9	0.066330
2161.0e-9	0.066216
2162.0e-9	0.066216
2163.0e-9	0.066067
2164.0e-9	0.065746
2165.0e-9	0.065562
2166.0e-9	0.065713
2167.0e-9	0.065866
2168.0e-9	0.065925
2169.0e-9	0.066119
2170.0e-9	0.066443
2171.0e-9	0.066671
2172.0e-9	0.066630
2173.0e-9	0.066561
2174.0e-9	0.066308
2175.0e-9	0.065960
2176.0e-9	0.065171
2177.0e-9	0.064404
2178.0e-9	0.064352
2179.0e-9	0.064456
2180.0e-9	0.064356
2181.0e-9	0.064116
2182.0e-9	0.063926
2183.0e-9	0.063791
2184.0e-9	0.063793
2185.0e-9	0.063839
2186.0e-9	0.064069
2187.0e-9	0.064824
2188.0e-9	0.065365
2189.0e-9	0.064751
2190.0e-9	0.064029
2191.0e-9	0.063242
2192.0e-9	0.062478
2193.0e-9	0.062029
2194.0e-9	0.061599
2195.0e-9	0.061152
2196.0e-9	0.060742
2197.0e-9	0.060674
2198.0e-9	0.060641
2199.0e-9	0.060253
2200.0e-9	0.059824
2201.0e-9	0.059559
2202.0e-9	0.059035
2203.0e-9	0.058944
2204.0e-9	0.059346
2205.0e-9	0.059495
2206.0e-9	0.059543
2207.0e-9	0.059447
2208.0e-9	0.059387
2209.0e-9	0.059484
2210.0e-9	0.059730
2211.0e-9	0.060399
2212.0e-9	0.060265
2213.0e-9	0.059794
2214.0e-9	0.059666
2215.0e-9	0.060211
